COG_ID	category	name	mean_post	median_post	sd_post	n_present	n_recon	consensus_present	vote	combined_post	euryroot_ml_post	euryroot_unif_post	gld_min1_post	gld_min4_post
COG0001	H	Glutamate-1-semialdehyde aminotransferase	0.9687	0.9886	0.0305	5	5	1	5/5	0.9268	0.9886	0.9369	0.9998	0.9916
COG0002	E	N-acetyl-gamma-glutamylphosphate reductase	0.9647	0.9831	0.0404	5	5	1	5/5	0.9831	0.8888	0.9591	0.9996	0.9930
COG0003	P	Anion-transporting ATPase, ArsA/GET3 family	0.8202	0.8888	0.1785	5	5	1	5/5	0.6778	0.8888	0.5477	0.9991	0.9875
COG0004	P	Ammonia channel protein AmtB	0.6698	0.5871	0.2047	4	5	1	4/5	0.5871	0.5098	0.4385	0.9817	0.8317
COG0005	F	Purine nucleoside phosphorylase	0.9935	0.9962	0.0063	5	5	1	5/5	0.9903	0.9962	0.9827	0.9997	0.9987
COG0006	E	Xaa-Pro aminopeptidase	0.9980	0.9992	0.0020	5	5	1	5/5	0.9958	0.9992	0.9954	1.0000	0.9998
COG0007	H	Uroporphyrinogen-III methylase (siroheme synthase)	0.8134	0.8395	0.1842	4	5	1	4/5	0.7955	0.9588	0.4762	0.9971	0.8395
COG0008	J	Glutamyl- or glutaminyl-tRNA synthetase	0.9995	1.0000	0.0006	5	5	1	5/5	0.9985	1.0000	0.9989	1.0000	1.0000
COG0009	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	0.9924	0.9967	0.0088	5	5	1	5/5	0.9761	0.9967	0.9900	0.9997	0.9993
COG0010	E	Arginase/agmatinase family enzyme	0.9876	0.9896	0.0125	5	5	1	5/5	0.9651	0.9896	0.9852	0.9996	0.9986
COG0011	H	Thiamin-binding stress-response protein YqgV, UPF0045 family	0.8718	0.8580	0.1083	5	5	1	5/5	0.8580	0.7754	0.7351	0.9992	0.9912
COG0012	J	Ribosome-binding ATPase YchF, GTP1/OBG family	0.9971	0.9987	0.0027	5	5	1	5/5	0.9943	0.9987	0.9934	0.9996	0.9993
COG0013	J	Alanyl-tRNA synthetase	0.9988	0.9999	0.0014	5	5	1	5/5	0.9971	0.9999	0.9971	1.0000	1.0000
COG0014	E	Gamma-glutamyl phosphate reductase	0.1029	0.1248	0.0709	0	5	0	0/5	0.1921	0.0258	0.1572	0.1248	0.0146
COG0015	F	Adenylosuccinate lyase	0.9892	0.9941	0.0098	5	5	1	5/5	0.9941	0.9741	0.9813	0.9988	0.9976
COG0016	J	Phenylalanyl-tRNA synthetase alpha subunit	0.9974	0.9998	0.0031	5	5	1	5/5	0.9928	0.9998	0.9943	1.0000	0.9999
COG0017	J	Aspartyl/asparaginyl-tRNA synthetase	0.9983	0.9998	0.0021	5	5	1	5/5	0.9972	0.9998	0.9945	1.0000	0.9998
COG0018	J	Arginyl-tRNA synthetase	0.9924	0.9982	0.0085	5	5	1	5/5	0.9842	0.9982	0.9801	0.9999	0.9996
COG0019	E	Diaminopimelate decarboxylase	0.8874	0.8870	0.0626	5	5	1	5/5	0.8933	0.7900	0.8790	0.9875	0.8870
COG0020	I	Undecaprenyl pyrophosphate synthase	0.9984	0.9995	0.0017	5	5	1	5/5	0.9973	0.9995	0.9957	0.9999	0.9998
COG0021	G	Transketolase	0.0046	0.0000	0.0068	0	5	0	0/5	0.0057	0.0000	0.0175	0.0000	0.0000
COG0022	C	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	0.1510	0.0837	0.1213	0	5	0	0/5	0.0401	0.0837	0.0721	0.3729	0.1861
COG0023	J	Translation initiation factor 1 (eIF-1/SUI1)	0.9915	0.9990	0.0098	5	5	1	5/5	0.9832	0.9990	0.9764	0.9997	0.9991
COG0024	J	Methionine aminopeptidase	0.9976	0.9985	0.0021	5	5	1	5/5	0.9951	0.9985	0.9952	0.9998	0.9995
COG0025	P	NhaP-type Na+/H+ or K+/H+ antiporter	0.4348	0.3866	0.2169	1	5	0	1/5	0.2110	0.4377	0.2986	0.8402	0.3866
COG0026	F	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	0.0384	0.0234	0.0503	0	5	0	0/5	0.0246	0.0004	0.0234	0.1373	0.0064
COG0027	F	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	0.1253	0.1077	0.0415	0	5	0	0/5	0.1048	0.1732	0.0676	0.1730	0.1077
COG0028	EH	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	0.9489	0.9386	0.0401	5	5	1	5/5	0.9177	0.8976	0.9386	0.9992	0.9912
COG0029	H	Aspartate oxidase	0.2401	0.2248	0.1528	0	5	0	0/5	0.3335	0.0875	0.0752	0.4796	0.2248
COG0030	J	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	0.9951	0.9959	0.0042	5	5	1	5/5	0.9930	0.9959	0.9881	0.9996	0.9991
COG0031	E	Cysteine synthase	0.6330	0.7152	0.2923	4	5	1	4/5	0.7152	0.1154	0.5361	0.9263	0.8719
COG0033	G	Phosphoglucomutase/phosphomannomutase	0.0012	0.0009	0.0005	0	5	0	0/5	0.0013	0.0008	0.0007	0.0021	0.0009
COG0034	F	Glutamine phosphoribosylpyrophosphate amidotransferase	0.9896	0.9924	0.0080	5	5	1	5/5	0.9889	0.9749	0.9924	0.9985	0.9932
COG0035	F	Uracil phosphoribosyltransferase	0.2508	0.0696	0.2737	1	5	0	1/5	0.0682	0.0696	0.0253	0.7501	0.3410
COG0036	G	Pentose-5-phosphate-3-epimerase	0.1137	0.0163	0.1692	0	5	0	0/5	0.0928	0.0163	0.4458	0.0024	0.0113
COG0037	J	tRNA(Ile)-lysidine synthase TilS/MesJ	0.9990	0.9997	0.0011	5	5	1	5/5	0.9973	0.9997	0.9980	0.9999	0.9999
COG0038	P	H+/Cl- antiporter ClcA	0.9165	0.9625	0.0838	5	5	1	5/5	0.8876	0.9625	0.7657	0.9986	0.9682
COG0039	C	Malate/lactate dehydrogenase	0.6620	0.6376	0.2406	4	5	1	4/5	0.6376	0.5384	0.2946	0.9736	0.8657
COG0040	E	ATP phosphoribosyltransferase	0.9842	0.9851	0.0141	5	5	1	5/5	0.9706	0.9851	0.9659	0.9999	0.9993
COG0041	F	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	0.9806	0.9801	0.0151	5	5	1	5/5	0.9582	0.9708	0.9801	0.9983	0.9957
COG0042	J	tRNA-dihydrouridine synthase	0.0817	0.0555	0.0610	0	5	0	0/5	0.1101	0.0555	0.0406	0.1868	0.0156
COG0043	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	0.9987	0.9998	0.0016	5	5	1	5/5	0.9983	0.9998	0.9958	1.0000	0.9998
COG0044	F	Dihydroorotase or related cyclic amidohydrolase	0.9973	0.9983	0.0025	5	5	1	5/5	0.9983	0.9955	0.9934	0.9998	0.9996
COG0045	C	Succinyl-CoA synthetase, beta subunit	0.9704	0.9691	0.0228	5	5	1	5/5	0.9435	0.9691	0.9472	0.9995	0.9927
COG0046	F	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	0.9835	0.9810	0.0116	5	5	1	5/5	0.9751	0.9680	0.9810	0.9986	0.9946
COG0047	F	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	0.9925	0.9950	0.0075	5	5	1	5/5	0.9791	0.9950	0.9899	0.9999	0.9986
COG0048	J	Ribosomal protein S12	0.9963	0.9995	0.0045	5	5	1	5/5	0.9888	0.9995	0.9934	0.9998	0.9998
COG0049	J	Ribosomal protein S7	0.9966	0.9996	0.0040	5	5	1	5/5	0.9933	0.9996	0.9905	0.9999	0.9999
COG0050	J	Translation elongation factor EF-Tu, a GTPase	0.0010	0.0000	0.0013	0	5	0	0/5	0.0023	0.0000	0.0028	0.0000	0.0000
COG0051	J	Ribosomal protein S10	0.9946	0.9988	0.0058	5	5	1	5/5	0.9880	0.9988	0.9870	0.9998	0.9995
COG0052	J	Ribosomal protein S2	0.9946	0.9991	0.0059	5	5	1	5/5	0.9868	0.9991	0.9880	0.9995	0.9997
COG0053	P	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	0.9749	0.9819	0.0270	5	5	1	5/5	0.9783	0.9819	0.9228	0.9987	0.9926
COG0054	H	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	0.9250	0.9214	0.0406	5	5	1	5/5	0.8720	0.9079	0.9214	0.9965	0.9270
COG0055	C	FoF1-type ATP synthase, beta subunit	0.0017	0.0025	0.0013	0	5	0	0/5	0.0028	0.0002	0.0030	0.0025	0.0001
COG0056	C	FoF1-type ATP synthase, alpha subunit	0.0019	0.0017	0.0016	0	5	0	0/5	0.0039	0.0003	0.0036	0.0017	0.0002
COG0057	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	0.9942	0.9945	0.0052	5	5	1	5/5	0.9909	0.9945	0.9862	0.9998	0.9994
COG0058	G	Glucan phosphorylase	0.4619	0.4007	0.3216	2	5	0	2/5	0.1803	0.4007	0.0782	0.9326	0.7175
COG0059	EH	Ketol-acid reductoisomerase	0.9683	0.9642	0.0256	5	5	1	5/5	0.9335	0.9492	0.9642	0.9989	0.9955
COG0060	J	Isoleucyl-tRNA synthetase	0.9961	0.9996	0.0045	5	5	1	5/5	0.9909	0.9996	0.9902	0.9999	0.9999
COG0061	H	NAD kinase	0.9944	0.9987	0.0081	5	5	1	5/5	0.9947	0.9987	0.9787	1.0000	0.9998
COG0062	F	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	0.0420	0.0137	0.0660	0	5	0	0/5	0.0137	0.0023	0.0143	0.1736	0.0060
COG0063	F	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	0.9975	0.9999	0.0030	5	5	1	5/5	0.9942	0.9999	0.9936	1.0000	1.0000
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	0.8619	0.9280	0.1338	5	5	1	5/5	0.6148	0.9280	0.8326	0.9903	0.9436
COG0065	E	Homoaconitase/3-isopropylmalate dehydratase large subunit	0.9912	0.9930	0.0084	5	5	1	5/5	0.9864	0.9774	0.9930	0.9998	0.9992
COG0066	E	3-isopropylmalate dehydratase small subunit	0.9960	0.9954	0.0037	5	5	1	5/5	0.9898	0.9954	0.9950	1.0000	0.9998
COG0067	E	Glutamate synthase domain 1	0.7731	0.7768	0.1723	5	5	1	5/5	0.7768	0.6644	0.5133	0.9915	0.9194
COG0068	O	Hydrogenase maturation factor HypF (carbamoyltransferase)	0.9959	0.9996	0.0069	5	5	1	5/5	0.9979	0.9996	0.9821	1.0000	0.9999
COG0069	E	Glutamate synthase domain 2	0.9088	0.9704	0.1208	5	5	1	5/5	0.9065	0.9704	0.6761	0.9971	0.9937
COG0070	E	Glutamate synthase domain 3	0.7102	0.8763	0.3056	4	5	1	4/5	0.5574	0.8763	0.1796	0.9854	0.9525
COG0071	O	Small heat shock protein IbpA, HSP20 family	0.9979	0.9999	0.0027	5	5	1	5/5	0.9935	0.9999	0.9960	1.0000	1.0000
COG0072	J	Phenylalanyl-tRNA synthetase beta subunit	0.9933	0.9969	0.0048	5	5	1	5/5	0.9875	0.9969	0.9873	0.9971	0.9977
COG0073	J	tRNA-binding EMAP/Myf domain	0.0903	0.0819	0.0277	0	5	0	0/5	0.0819	0.0525	0.1140	0.0740	0.1291
COG0074	C	Succinyl-CoA synthetase, alpha subunit	0.9284	0.9431	0.0660	5	5	1	5/5	0.8867	0.9431	0.8234	0.9993	0.9896
COG0075	EF	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	0.9954	0.9984	0.0049	5	5	1	5/5	0.9908	0.9984	0.9882	1.0000	0.9997
COG0076	E	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	0.9533	0.9956	0.0700	5	5	1	5/5	0.9576	0.9956	0.8168	0.9997	0.9970
COG0077	E	Prephenate dehydratase	0.8985	0.9269	0.0953	5	5	1	5/5	0.9269	0.7160	0.9042	0.9845	0.9608
COG0078	E	Ornithine carbamoyltransferase	0.1858	0.0724	0.1848	0	5	0	0/5	0.3175	0.0276	0.4857	0.0259	0.0724
COG0079	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	0.9980	0.9989	0.0021	5	5	1	5/5	0.9961	0.9989	0.9949	1.0000	0.9999
COG0080	J	Ribosomal protein L11	0.9914	0.9965	0.0110	5	5	1	5/5	0.9903	0.9965	0.9706	0.9999	0.9999
COG0081	J	Ribosomal protein L1	0.9970	0.9986	0.0030	5	5	1	5/5	0.9951	0.9986	0.9920	0.9995	0.9996
COG0082	E	Chorismate synthase	0.9727	0.9870	0.0319	5	5	1	5/5	0.9870	0.9118	0.9713	0.9996	0.9939
COG0083	E	Homoserine kinase	0.8204	0.8098	0.0433	5	5	1	5/5	0.8021	0.8098	0.7584	0.8876	0.8443
COG0084	N	3'->5' ssDNA/RNA exonuclease TatD	0.8645	0.8851	0.1021	5	5	1	5/5	0.6675	0.9378	0.8828	0.8851	0.9491
COG0085	K	DNA-directed RNA polymerase, beta subunit/140 kD subunit	0.9975	0.9996	0.0033	5	5	1	5/5	0.9914	0.9996	0.9967	0.9998	0.9998
COG0086	K	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	0.9971	0.9999	0.0049	5	5	1	5/5	0.9873	0.9999	0.9986	0.9999	0.9999
COG0087	J	Ribosomal protein L3	0.9981	0.9996	0.0021	5	5	1	5/5	0.9943	0.9996	0.9970	0.9997	0.9997
COG0088	J	Ribosomal protein L4	0.9981	0.9996	0.0023	5	5	1	5/5	0.9943	0.9996	0.9967	1.0000	1.0000
COG0089	J	Ribosomal protein L23	0.9933	0.9975	0.0092	5	5	1	5/5	0.9752	0.9975	0.9951	0.9993	0.9994
COG0090	J	Ribosomal protein L2	0.9962	0.9978	0.0036	5	5	1	5/5	0.9913	0.9978	0.9923	0.9997	0.9997
COG0091	J	Ribosomal protein L22	0.9968	0.9986	0.0033	5	5	1	5/5	0.9923	0.9986	0.9933	1.0000	0.9998
COG0092	J	Ribosomal protein S3	0.9987	0.9996	0.0015	5	5	1	5/5	0.9965	0.9996	0.9973	1.0000	0.9999
COG0093	J	Ribosomal protein L14	0.9969	0.9998	0.0047	5	5	1	5/5	0.9969	0.9998	0.9877	1.0000	1.0000
COG0094	J	Ribosomal protein L5	0.9994	0.9999	0.0008	5	5	1	5/5	0.9989	0.9999	0.9980	1.0000	1.0000
COG0095	H	Lipoate-protein ligase A	0.9467	0.9190	0.0399	5	5	1	5/5	0.9190	0.9111	0.9124	0.9978	0.9930
COG0096	J	Ribosomal protein S8	0.9984	0.9999	0.0019	5	5	1	5/5	0.9961	0.9999	0.9962	1.0000	0.9999
COG0097	J	Ribosomal protein L6P/L9E	0.9984	0.9998	0.0021	5	5	1	5/5	0.9975	0.9998	0.9946	1.0000	0.9999
COG0098	J	Ribosomal protein S5	0.9991	0.9997	0.0009	5	5	1	5/5	0.9977	0.9997	0.9983	0.9999	0.9997
COG0099	J	Ribosomal protein S13	0.9968	0.9995	0.0039	5	5	1	5/5	0.9903	0.9995	0.9943	0.9999	0.9998
COG0100	J	Ribosomal protein S11	0.9868	0.9973	0.0149	5	5	1	5/5	0.9651	0.9973	0.9726	0.9995	0.9996
COG0101	J	tRNA U38,U39,U40 pseudouridine synthase TruA	0.9581	0.9814	0.0557	5	5	1	5/5	0.9767	0.9814	0.8477	0.9974	0.9875
COG0102	J	Ribosomal protein L13	0.9900	0.9986	0.0144	5	5	1	5/5	0.9621	0.9986	0.9900	0.9996	0.9996
COG0103	J	Ribosomal protein S9	0.0190	0.0047	0.0228	0	5	0	0/5	0.0284	0.0047	0.0598	0.0010	0.0013
COG0104	F	Adenylosuccinate synthase	0.9891	0.9929	0.0108	5	5	1	5/5	0.9929	0.9839	0.9706	0.9996	0.9987
COG0105	F	Nucleoside diphosphate kinase	0.9497	0.9388	0.0392	5	5	1	5/5	0.9123	0.9388	0.9060	0.9994	0.9921
COG0106	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	0.9927	0.9938	0.0064	5	5	1	5/5	0.9835	0.9876	0.9938	0.9999	0.9989
COG0107	E	Imidazole glycerol phosphate synthase subunit HisF	0.9947	0.9950	0.0048	5	5	1	5/5	0.9950	0.9865	0.9928	0.9999	0.9991
COG0108	H	3,4-dihydroxy-2-butanone 4-phosphate synthase	0.8292	0.8309	0.1081	5	5	1	5/5	0.6447	0.8309	0.8677	0.9805	0.8220
COG0109	HI	Polyprenyltransferase (heme O synthase)	0.1994	0.2053	0.1026	0	5	0	0/5	0.0859	0.0815	0.2994	0.3250	0.2053
COG0110	R	Acetyltransferase, isoleucine patch superfamily	0.8389	0.8639	0.0819	5	5	1	5/5	0.9094	0.6868	0.8272	0.9070	0.8639
COG0111	H	Phosphoglycerate dehydrogenase or related dehydrogenase	0.9941	0.9946	0.0045	5	5	1	5/5	0.9889	0.9946	0.9890	0.9997	0.9982
COG0112	E	Glycine/serine hydroxymethyltransferase	0.9968	0.9965	0.0024	5	5	1	5/5	0.9929	0.9965	0.9957	0.9996	0.9991
COG0113	H	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	0.8525	0.9057	0.1326	5	5	1	5/5	0.7499	0.9592	0.6484	0.9994	0.9057
COG0114	C	Fumarate hydratase class II	0.0819	0.0595	0.0763	0	5	0	0/5	0.0096	0.0595	0.0080	0.2092	0.1232
COG0115	EH	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	0.9071	0.9219	0.0530	5	5	1	5/5	0.9219	0.8047	0.9540	0.9396	0.9152
COG0116	J	23S rRNA G2445 N2-methylase RlmL	0.5047	0.5685	0.1455	3	5	1	3/5	0.2683	0.6167	0.5685	0.4095	0.6605
COG0117	H	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain	0.0210	0.0215	0.0177	0	5	0	0/5	0.0215	0.0024	0.0476	0.0322	0.0013
COG0118	E	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	0.9665	0.9695	0.0304	5	5	1	5/5	0.9695	0.9114	0.9630	0.9984	0.9900
COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	0.9935	0.9949	0.0058	5	5	1	5/5	0.9922	0.9832	0.9949	0.9998	0.9976
COG0120	G	Ribose 5-phosphate isomerase	0.9947	0.9954	0.0040	5	5	1	5/5	0.9906	0.9954	0.9897	0.9993	0.9987
COG0121	R	Predicted glutamine amidotransferase YafJ	0.4656	0.4009	0.2086	2	5	0	2/5	0.2269	0.2774	0.4009	0.7103	0.7127
COG0122	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	0.5210	0.4573	0.1110	2	5	1	2/5	0.5242	0.4416	0.4573	0.7349	0.4468
COG0123	Q	Acetoin utilization deacetylase AcuC or a related deacetylase	0.9960	0.9991	0.0054	5	5	1	5/5	0.9949	0.9991	0.9859	1.0000	0.9999
COG0124	J	Histidyl-tRNA synthetase	0.9876	0.9975	0.0141	5	5	1	5/5	0.9750	0.9975	0.9664	0.9997	0.9992
COG0125	F	Thymidylate kinase	0.9528	0.9666	0.0573	5	5	1	5/5	0.9666	0.8416	0.9638	0.9974	0.9947
COG0126	G	3-phosphoglycerate kinase	0.9946	0.9972	0.0055	5	5	1	5/5	0.9878	0.9972	0.9880	1.0000	0.9998
COG0127	F	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	0.9984	0.9992	0.0017	5	5	1	5/5	0.9959	0.9992	0.9969	1.0000	0.9999
COG0128	E	5-enolpyruvylshikimate-3-phosphate synthase	0.9163	0.9560	0.1103	5	5	1	5/5	0.9560	0.7011	0.9325	0.9994	0.9926
COG0129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	0.9647	0.9655	0.0318	5	5	1	5/5	0.9655	0.9071	0.9634	0.9981	0.9896
COG0130	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	0.9824	0.9968	0.0248	5	5	1	5/5	0.9810	0.9968	0.9347	0.9996	0.9998
COG0131	E	Imidazoleglycerol phosphate dehydratase HisB	0.9872	0.9850	0.0103	5	5	1	5/5	0.9755	0.9771	0.9850	0.9999	0.9985
COG0132	H	Dethiobiotin synthetase	0.0229	0.0277	0.0137	0	5	0	0/5	0.0408	0.0112	0.0277	0.0314	0.0034
COG0133	E	Tryptophan synthase beta chain	0.7377	0.9089	0.2562	4	5	1	4/5	0.9277	0.3312	0.5407	0.9799	0.9089
COG0134	E	Indole-3-glycerol phosphate synthase	0.8768	0.9511	0.1299	5	5	1	5/5	0.9511	0.7095	0.7291	0.9998	0.9945
COG0135	E	Phosphoribosylanthranilate isomerase	0.8476	0.9511	0.1809	5	5	1	5/5	0.9511	0.7953	0.5152	0.9990	0.9773
COG0136	E	Aspartate-semialdehyde dehydrogenase	0.9924	0.9946	0.0061	5	5	1	5/5	0.9946	0.9840	0.9865	0.9998	0.9970
COG0137	E	Argininosuccinate synthase	0.9858	0.9901	0.0147	5	5	1	5/5	0.9881	0.9574	0.9901	0.9993	0.9939
COG0138	F	AICAR transformylase/IMP cyclohydrolase PurH	0.3205	0.2828	0.1204	1	5	0	1/5	0.2828	0.2065	0.3985	0.5144	0.2004
COG0139	E	Phosphoribosyl-AMP cyclohydrolase	0.9908	0.9888	0.0067	5	5	1	5/5	0.9888	0.9819	0.9862	0.9997	0.9973
COG0140	E	Phosphoribosyl-ATP pyrophosphohydrolase	0.5509	0.6788	0.3012	3	5	1	3/5	0.2701	0.6788	0.1296	0.9276	0.7483
COG0141	E	Histidinol dehydrogenase	0.9930	0.9908	0.0055	5	5	1	5/5	0.9890	0.9863	0.9908	0.9999	0.9992
COG0142	H	Geranylgeranyl pyrophosphate synthase	0.9995	0.9994	0.0003	5	5	1	5/5	0.9992	0.9994	0.9990	0.9999	0.9998
COG0143	J	Methionyl-tRNA synthetase	0.9943	0.9990	0.0065	5	5	1	5/5	0.9886	0.9990	0.9844	0.9998	0.9996
COG0144	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	0.9040	0.9268	0.0786	5	5	1	5/5	0.9527	0.9268	0.7515	0.9170	0.9718
COG0145	EQ	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	0.7912	0.7896	0.2158	4	5	1	4/5	0.7829	0.7896	0.4007	0.9956	0.9873
COG0146	EQ	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	0.5669	0.4636	0.3521	2	5	1	2/5	0.2927	0.4636	0.1233	0.9861	0.9689
COG0147	EH	Anthranilate/para-aminobenzoate synthases component I	0.8411	0.9431	0.1839	4	5	1	4/5	0.9573	0.4949	0.8128	0.9976	0.9431
COG0148	G	Enolase	0.9981	0.9995	0.0019	5	5	1	5/5	0.9958	0.9995	0.9958	1.0000	0.9996
COG0149	G	Triosephosphate isomerase	0.9945	0.9968	0.0057	5	5	1	5/5	0.9911	0.9968	0.9851	0.9999	0.9998
COG0150	F	Phosphoribosylaminoimidazole (AIR) synthetase	0.9860	0.9819	0.0104	5	5	1	5/5	0.9717	0.9819	0.9806	0.9993	0.9966
COG0151	F	Phosphoribosylamine-glycine ligase	0.9671	0.9722	0.0261	5	5	1	5/5	0.9722	0.9183	0.9671	0.9925	0.9856
COG0152	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	0.9898	0.9901	0.0078	5	5	1	5/5	0.9865	0.9769	0.9901	0.9988	0.9968
COG0153	G	Galactokinase	0.1062	0.0311	0.0961	0	5	0	0/5	0.0289	0.0311	0.0251	0.2411	0.2050
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	0.8479	0.8578	0.1484	5	5	1	5/5	0.5756	0.8578	0.8445	0.9976	0.9640
COG0155	P	Sulfite reductase, beta subunit (hemoprotein)	0.0373	0.0410	0.0257	0	5	0	0/5	0.0775	0.0099	0.0410	0.0490	0.0091
COG0156	H	7-keto-8-aminopelargonate synthetase or related enzyme	0.1853	0.1933	0.0563	0	5	0	0/5	0.2460	0.0883	0.1656	0.2333	0.1933
COG0157	H	Nicotinate-nucleotide pyrophosphorylase	0.9600	0.9609	0.0308	5	5	1	5/5	0.9480	0.9609	0.9087	0.9949	0.9873
COG0158	G	Fructose-1,6-bisphosphatase	0.1213	0.0915	0.0924	0	5	0	0/5	0.0528	0.0915	0.0244	0.2849	0.1529
COG0159	E	Tryptophan synthase alpha chain	0.8430	0.9635	0.1742	5	5	1	5/5	0.9635	0.5904	0.6748	0.9993	0.9869
COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	0.8910	0.8671	0.0768	5	5	1	5/5	0.8109	0.8671	0.8146	0.9950	0.9673
COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0.0108	0.0037	0.0112	0	5	0	0/5	0.0226	0.0004	0.0260	0.0037	0.0011
COG0162	J	Tyrosyl-tRNA synthetase	0.9943	0.9962	0.0055	5	5	1	5/5	0.9895	0.9962	0.9862	0.9999	0.9995
COG0163	H	Flavin prenyltransferase UbiX	0.9892	0.9975	0.0157	5	5	1	5/5	0.9920	0.9985	0.9583	0.9997	0.9975
COG0164	L	Ribonuclease HII	0.9932	0.9989	0.0086	5	5	1	5/5	0.9775	0.9989	0.9903	0.9997	0.9996
COG0165	E	Argininosuccinate lyase	0.9807	0.9876	0.0176	5	5	1	5/5	0.9738	0.9498	0.9876	0.9994	0.9929
COG0166	G	Glucose-6-phosphate isomerase	0.0945	0.1103	0.0500	0	5	0	0/5	0.1103	0.0056	0.0799	0.1504	0.1264
COG0167	F	Dihydroorotate dehydrogenase	0.9982	0.9983	0.0016	5	5	1	5/5	0.9966	0.9983	0.9962	1.0000	0.9998
COG0168	P	Trk-type K+ transport system, membrane component	0.9290	0.9378	0.0459	5	5	1	5/5	0.9791	0.9763	0.9378	0.8817	0.8699
COG0169	E	Shikimate 5-dehydrogenase	0.9453	0.9837	0.0729	5	5	1	5/5	0.9837	0.8054	0.9419	0.9998	0.9955
COG0170	OM	Dolichol kinase	0.9651	0.9962	0.0395	5	5	1	5/5	0.9149	0.9962	0.9186	0.9986	0.9972
COG0171	H	NH3-dependent NAD+ synthetase	0.9923	0.9977	0.0096	5	5	1	5/5	0.9894	0.9977	0.9748	0.9999	0.9998
COG0172	J	Seryl-tRNA synthetase	0.9926	0.9968	0.0074	5	5	1	5/5	0.9850	0.9968	0.9824	0.9997	0.9993
COG0173	J	Aspartyl-tRNA synthetase	0.0011	0.0000	0.0015	0	5	0	0/5	0.0020	0.0000	0.0037	0.0000	0.0000
COG0174	E	Glutamine synthetase	0.9953	0.9980	0.0048	5	5	1	5/5	0.9905	0.9980	0.9886	0.9999	0.9997
COG0175	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	0.8936	0.8928	0.0341	5	5	1	5/5	0.9490	0.8928	0.8799	0.9026	0.8438
COG0176	G	Transaldolase/fructose-6-phosphate aldolase	0.2028	0.1710	0.0964	0	5	0	0/5	0.1597	0.1116	0.3895	0.1823	0.1710
COG0177	L	Endonuclease III	0.9808	0.9910	0.0243	5	5	1	5/5	0.9345	0.9910	0.9794	0.9999	0.9992
COG0178	L	Excinuclease UvrABC ATPase subunit	0.1061	0.0727	0.0945	0	5	0	0/5	0.0727	0.0268	0.0403	0.2875	0.1031
COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	0.9513	0.9444	0.0333	5	5	1	5/5	0.9444	0.9226	0.9112	0.9995	0.9788
